,content_id,title_ko,title_en,running_min,running_time,year,country,age,ott_img,ott_tag,avg_score,img
197,m5nQX33,어느 가족,万引き家族,121,2시간 1분,2018,일본,15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png']",#왓챠#넷플릭스,4.0,https://an2-img.amz.wtchn.net/image/v2/Ix7_1wDavImico9D5oyziA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMnQ2YzNsdWJITmlkV0ptYW5SM09URnZjR2s0SW4wLl9zUXhYNW01dVZ5aEs2NTUzT3ZUcjRhWUdaN0J4c0ljR3B1WXpnN05wcFE=
198,mWJXpMJ,더 메뉴,The Menu,106,1시간 46분,2022,미국,15세,['https://an2-img.amz.wtchn.net/image/v2/mPQV0ogd6uw4_5DmR0oBFA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTODJPVE14TmpNeE1qWXpNekE1TURraWZRLnZ0TFJSVWFtRWtJRDBHMFJnZGdQVC1WWlJLckE3eGNHZWdpMFpWWXhWZWM&ts=1712645394'],#디즈니+,3.3,https://an2-img.amz.wtchn.net/image/v2/yo0H2dHwRU0jksIAXwlClQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk56QTFOVEk0T0RrM05EZzNOelUwTURRaWZRLlpYcUpiWURRS09kaXFTVXRMTFpoYVkxOXdxc0ZSOGNyaTA5Q1BNRDRhSXc=
199,mO0gReW,웨이트리스,Waitress,108,1시간 48분,2007,미국,전체,[],,3.2,https://an2-img.amz.wtchn.net/image/v2/Xbsxlr4hg2OetX4B3WMjfQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMjFuZFd0aWNHUnRlbms0YmpBNGJtNWtNWEJsSW4wLkQxWTN4aV9PREZnTXp2R3VRSnZtYVU4OTM3b1M0X2czYjMtdXNReXRrNmM=
200,mqW9aeW,빅 피쉬,Big Fish,125,2시간 5분,2003,미국,12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#웨이브,3.9,https://an2-img.amz.wtchn.net/image/v2/RRAhZjHMDJVzVEwvCvKVXw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk1UZ3lNVEEzTWpNeE16WTRPVEEyTmpraWZRLllKVWRfaDM3WmIyRDJ6QUQ5V01mcHI5eDdSQUx5SDl3M2kyWUlybW5QM2M=
201,m5ZYYld,인사이드 르윈,Inside Llewyn Davis,105,1시간 45분,2013,"미국, 영국, 프랑스",12세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.7,https://an2-img.amz.wtchn.net/image/v2/nd2mpyHEEI1c0jxRHx_DhQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk56Y3hNakF3T1RjeU9UWXhPREl3TnpNaWZRLkYtbGtCcFpZSm94MVdRRkhaQUtPTjBQcG9JcGoxNWJfMVAwRTFwdHMwWW8=
202,mOP73PW,원티드,Wanted,110,1시간 50분,2008,"미국, 독일",청불,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.6,https://an2-img.amz.wtchn.net/image/v2/P8A2EYic_XcJlm_vSuuVpQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM3BxYjJVNGNHWnVZMnA2Y1RWb09HRnRNV050SW4wLmROWktaM0hJX2tyWHVjQVQyRmpoZ3FyR3BOWGlHRm44TWw4Zld4bS05Mmc=
203,mWzxGDd,플라이트플랜,Flightplan,98,1시간 38분,2005,미국,12세,['https://an2-img.amz.wtchn.net/image/v2/mPQV0ogd6uw4_5DmR0oBFA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTODJPVE14TmpNeE1qWXpNekE1TURraWZRLnZ0TFJSVWFtRWtJRDBHMFJnZGdQVC1WWlJLckE3eGNHZWdpMFpWWXhWZWM&ts=1712645394'],#디즈니+,3.4,https://an2-img.amz.wtchn.net/image/v2/RmEBfSd789BL3aiIVCHMqQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMjAzYTJOdlptUnpaMlZwWTNveGQzSTJiM0Z3SW4wLnhYeHZYUmVGcldPc214Q2h1WE9NRnFfdC1ubXBQZVFKMzc4QXg2aDg0Rjg=
204,mLOPND5,내 어머니의 모든 것,Todo sobre mi madre,101,1시간 41분,1999,"스페인, 프랑스",청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#티빙#웨이브,3.8,https://an2-img.amz.wtchn.net/image/v2/CTkxtCC-wUeR8fOL5ODGvQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk56VXpNakF5TmpRM01qZ3lNVGcxTnpnaWZRLmVZV2gtQTRwR3BOY1JtekR5ZVU0eTV0d2dnRENKaXlZZTZnajRjc2Ffa1k=
205,m5aV1jD,판타스틱 우먼,Una mujer fantástica,104,1시간 44분,2017,"칠레, 스페인, 독일",15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.4,https://an2-img.amz.wtchn.net/image/v2/EiQkmkX-k3Q_fWsZErwDJQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0JsT1hOMWVIZDJOWFJpTlhSdWJtSjZaMlI1SW4wLjJnbjVtY3ROVF9JaWYwc2FCLS0tcnB3dGhTTUpHYUg5VkJQQ2NfNmlwOVk=
206,mOVvV8B,나는 부정한다,Denial,110,1시간 50분,2016,"영국, 미국",12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png']",#왓챠#넷플릭스,3.6,https://an2-img.amz.wtchn.net/image/v2/dTmMJFcnlbJGItuX0sghfw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM2wzTVROclp6aHVZbmQwWldsaGQyMDVkbXh4SW4wLjAtRlVUa083RVFJdWhJSTVFRFdkUTU2d2JDVTNHRXdpRzF4WDVEblpuSlk=
207,mNdKBkO,쇼생크 탈출,The Shawshank Redemption,142,2시간 22분,1994,미국,15세,[],,4.4,https://an2-img.amz.wtchn.net/image/v2/mWkKlMgZfYjIuTAHUm-TLA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpRM01UVTNOVFkyT0RjNE16VXdPQ0o5LllSbG1nanA5ekRDRkhBeFppcjFYWGZOSDBudDlSdGFiWFFaNjRHVGtDVVU=
208,mWyJwbr,"아이, 토냐","I, Tonya",120,2시간 00분,2017,미국,청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#티빙#웨이브,3.5,https://an2-img.amz.wtchn.net/image/v2/fuUjgsoVphw4qrHCbJ9qlA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM2RtYVhOc2JEZHhORzVxWkcxeWFHTndOM1poSW4wLjZxd2dSWVVWN3JLdGRKQ09KT0VDSm8xcm1lRE9JRzlyZk9SZHhBV1czcFk=
209,mW4vMqd,오직 사랑하는 이들만이 살아남는다,Only Lovers Left Alive,123,2시간 3분,2013,"영국, 독일, 그리스, 프랑스",15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#티빙#웨이브,3.5,https://an2-img.amz.wtchn.net/image/v2/z8CBPFXkmbqVpggS_J2PeQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMnhxYjI4NE5EaG1NV3B0YVhSaGRYQjBjWEJpSW4wLkdGT1dGZUZ5X2N6QWpaU3RTemFpcW5XdzFLRDNIZFNVZ09hZTk5VnhScTQ=
210,mgOAVVd,블레이드 러너,Blade Runner,117,1시간 57분,1982,미국,15세,[],,4.0,https://an2-img.amz.wtchn.net/image/v2/S7KANWsz499VjjBOrJ1gMw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5qUTFNVFkwTWprd01UWXhNREkwTVRVaWZRLmMtMk1YaThENHhiT0pEYS1yNWxNVU5LRklmbVU1R2w0d2VXalI3TGtuRlE=
211,m5Qj0JW,그을린 사랑,Incendies,131,2시간 11분,2010,"캐나다, 프랑스",청불,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,4.1,https://an2-img.amz.wtchn.net/image/v2/rEMHrgVgfS41S5YHVAa4RQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0YxTVRONGQycHdkWGxqYTJ0dE9IbGtkbnBuSW4wLl93d29lRS05Zkc4S1BSSmtiSS01MFhYSVVKUEhPSzhsNUZJMkY2NXJicGM=
212,mOgjGVz,스펜서,Spencer,117,1시간 57분,2021,"영국, 독일, 미국, 칠레",12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png']",#왓챠#넷플릭스,3.6,https://an2-img.amz.wtchn.net/image/v2/MhAT1J8VZlygmloqvZBj2Q.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5UWTFOak16T0RjMk56SXlPREk0TlRZaWZRLnk2N3Vza1Vuam8zZlpwYUEzblhmSmMzWGxoeWFsdFVWWHg5cFhZWXlCUEU=
213,mOPoZwW,그랜 토리노,Gran Torino,116,1시간 56분,2008,"미국, 독일",12세,[],,3.9,https://an2-img.amz.wtchn.net/image/v2/Z19HRamEky_aHuUNJErGUA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMnN6WTNSMWRubDRZMlJpZWpaclpHWnRjRFJ5SW4wLjFUSzJKUGZKUzJMV0NWbElxQWFvMFMxbGJlTE5sUmVQenBHNUFfeUNsNzg=
214,m5GpPDW,믹키 앤 닉키,MIKEY AND NICKY,119,1시간 59분,1976,미국,전체,[],,3.8,https://an2-img.amz.wtchn.net/image/v2/p-WxGIFZMUkH4V3w-ZrdkQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0Y0WVRrMWVYUXhhbmxvWkd3eGVIVnVNWGxzSW4wLjFLSmdCME40cno5Q25ZZGM5MG5OUHlaVFNwSjZOdTdIa3NKeXM2NDkzdUU=
215,m5DGDBe,클라우즈 오브 실스마리아,Clouds of Sils Maria,124,2시간 4분,2014,"프랑스, 독일, 스위스",15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.7,https://an2-img.amz.wtchn.net/image/v2/aZZr1aQPz80RbhDrv8GXPQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM3A2T0RWcWNXbGhaak5wTjI5bWEyUmhlbXR3SW4wLklpdG9uZXZJU21LamNLNnJYRVpaa2g1ekQ4Ry1teGlnVjNKSEthN1Eyb3M=
216,mOAZmGd,스타더스트,Stardust,128,2시간 8분,2007,"영국, 미국",12세,[],,3.2,https://an2-img.amz.wtchn.net/image/v2/EtrPmr7xRuUpQzAvc3T0jg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMjFtTTNGd2VHOTVkWE5yZEdNeU4ySnFlV0oySW4wLjUwa3R4alRKbjJOMnlncFN0azFOYW4yMDdnQTBla3V4SHZBVGFVT3BKbEU=
217,m6dRlrW,타락천사 리마스터링,墮落天使,99,1시간 39분,1995,홍콩,15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ']",#왓챠#넷플릭스#티빙,3.6,https://an2-img.amz.wtchn.net/image/v2/SLmHtiZLeW128LGLndL31w.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk1USXhOVFE1TWpreE9EVTBPRGMyT1RJaWZRLkFRdDE0bV9vQmUyeXVESDdDS0FOSmJwNnd0LUZJbF9KczFzMHZrLTRZMTQ=
218,mWvqg7Z,두 세계 사이에서,Ouistreham,107,1시간 47분,2021,프랑스,12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#웨이브,3.5,https://an2-img.amz.wtchn.net/image/v2/W09Zubcc1EwQq50gj8wdLw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFM01ETXlOek0xT0Rnek9UVXlNVFkxTWpFaWZRLnVFZkRLbHpEZ0lDWkdtTEFBQjc0OW1SejFmMUdMc3dPR21DbnBPWmVxLVU=
219,mO2MxEN,미니의 19금 일기,The Diary of a Teenage Girl,102,1시간 42분,2015,미국,청불,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.4,https://an2-img.amz.wtchn.net/image/v2/tk1EGT8LQz-U5aLtOs6ayQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMjh5WWpSdGNUTjJaVEp1ZW1KcmVUUTJlRE4wSW4wLllyc3lrLWZONmdYaTM3aUUtUElZY0NoT1dyd0hBV04tdy1uS2hLZ25WTHM=
220,m5nX2zn,리들 오브 파이어,Riddle of Fire,113,1시간 53분,2023,미국,청불,[],,3.6,https://an2-img.amz.wtchn.net/image/v2/qFtC9sQW6KN0DoZv8d8OWQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk9URTJORFk0TURjd01qQTBOelk1TnpJaWZRLk9BWU5uMFZ0T3BjZFlYTEt1NEpWZE5tOUNfT1c3YVJiMkhfQXhkLVA4Z2c=
221,m5aVl0p,몬스터 콜,A Monster Calls,108,1시간 48분,2016,"영국, 스페인, 미국",12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#웨이브,3.7,https://an2-img.amz.wtchn.net/image/v2/IauZnpZQ46JuoydhSKqudQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMjF6ZW1oaWMyd3llRGgzWW5aeGIyaGllbUprSW4wLmlQQzkzZm16cXZxYmN3eWhnczJIZ09Gb0FkazFfMU1FQjBzbW9NMnZQdUE=
222,my5YvvW,어거스트 러쉬,August Rush,113,1시간 53분,2007,미국,전체,[],,3.9,https://an2-img.amz.wtchn.net/image/v2/7urPZsA973EgB6LPZBCsjQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMnA1T1dGb1lXUjBlbmR6Ym1wMWFuTjJhSEp6SW4wLlo0RlRTdEpuOUV6djhvcTBhdXR1TDBIWWlXdkc2dmdFNHdxRFFwdmxPRkE=
223,m5NngLE,6번 칸,Hytti nro 6,107,1시간 47분,2021,"핀란드, 러시아, 에스토니아, 독일",15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ']",#왓챠#티빙,3.7,https://an2-img.amz.wtchn.net/image/v2/vqq9dvCE7jnajKSQ7zrZfw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk56WTFPVGc0TVRRNU1UTXlNVE0yTnpraWZRLlYwcmxVZGpTd1NpUW9yNm12M3hmUlhwbmxHazRwTmpzNWV2ZTVmQjlJUFE=
224,mdj2eLl,에밀리아 페레즈,Emilia Pérez,132,2시간 12분,2024,"프랑스, 미국, 멕시코",15세,[],,,https://an2-img.amz.wtchn.net/image/v2/KV_Ge8VFmx9xQn3N-xRlUg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFek9EUTBORGN6TlRFM05USWlmUS5VZ2MtX0h6dEM1d3h1Rm04S1YzV0dxNmE0ZnJjZ2lObDNnQzR3TWVfQkM0
225,mr5Z6z5,로미오와 줄리엣,Romeo + Juliet,120,2시간 00분,1996,"미국, 멕시코, 호주",15세,['https://an2-img.amz.wtchn.net/image/v2/mPQV0ogd6uw4_5DmR0oBFA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTODJPVE14TmpNeE1qWXpNekE1TURraWZRLnZ0TFJSVWFtRWtJRDBHMFJnZGdQVC1WWlJLckE3eGNHZWdpMFpWWXhWZWM&ts=1712645394'],#디즈니+,3.7,https://an2-img.amz.wtchn.net/image/v2/MN-htUsf9lcXMGg-IQIUgg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMnQ2Tkd4dWJqaGtiV3BpTm5kMGMzWjZjWGd5SW4wLk5kMnJ4bklQOXhuX2Yzd3ZIXzFvalFxdmlReUZqVU9fdHhmeTNEbkJzWEU=
226,mJOVAYW,복수는 나의 것,복수는 나의 것,120,2시간 00분,2002,한국,15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ']",#왓챠#넷플릭스#티빙,3.8,https://an2-img.amz.wtchn.net/image/v2/IjoO-R8EFMcupj01cbsQ9Q.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM05wWjNoMWRYVnRiWEV5YlhsdGFXUnpkM0F6SW4wLkVydmNsejF5Rnd5UzZmLU43MTFIMkJoblFxNk1MY3VmazNCSS0za2JQMmM=
227,m5X2EBA,위민 토킹,Women Talking,104,1시간 44분,2022,미국,15세,[],,3.8,https://an2-img.amz.wtchn.net/image/v2/t0IjaZ3s84lXYB_1lUmzhg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5qVTBNamN4TXpreU9UWTFNakV6TVRNaWZRLi1BVWZyN0FjS3BSZHBLbXlPYUJPWUNGcC1SeG5yVGE3RC1KTnk3MnNwSHM=
228,mWvkqKr,행복한 라짜로,Lazzaro felice,128,2시간 8분,2018,"이탈리아, 스위스, 프랑스, 독일",12세,[],,3.9,https://an2-img.amz.wtchn.net/image/v2/K2TvL_RD8QOc9hbPZKHx2w.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0Y2YlcxNVluSm9lSHBvTTJGd09IUTViR2xwSW4wLjFvcEN4aFZlc1lmeXRMaHBtaUJlSEVwLWRGR0RyOWNuOWRPMTUzZFcyVUk=
229,myWqxp5,파이트 클럽,Fight Club,139,2시간 19분,1999,"미국, 독일, 이탈리아",청불,['https://an2-img.amz.wtchn.net/image/v2/mPQV0ogd6uw4_5DmR0oBFA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTODJPVE14TmpNeE1qWXpNekE1TURraWZRLnZ0TFJSVWFtRWtJRDBHMFJnZGdQVC1WWlJLckE3eGNHZWdpMFpWWXhWZWM&ts=1712645394'],#디즈니+,4.1,https://an2-img.amz.wtchn.net/image/v2/GBRSGHdS2M-RVVoTrHcvnw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMjlxZFd0aE4zSmpZemwxZWpkellXWmhaVzl3SW4wLjlxSHZfZjRNVGZyMTVJTFR2S2loRWJmXzk5ZFE2TEc4WFVHS2FiTzhwdEU=
230,mOVvN7B,개들의 섬,Isle of Dogs,101,1시간 41분,2018,"미국, 독일, 영국",12세,['https://an2-img.amz.wtchn.net/image/v2/mPQV0ogd6uw4_5DmR0oBFA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTODJPVE14TmpNeE1qWXpNekE1TURraWZRLnZ0TFJSVWFtRWtJRDBHMFJnZGdQVC1WWlJLckE3eGNHZWdpMFpWWXhWZWM&ts=1712645394'],#디즈니+,3.5,https://an2-img.amz.wtchn.net/image/v2/_DSJDhQYxEu09zvslph64w.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM05qZW1rNWNXNXhaR0l6Y1dscWNUQm1hR3QwSW4wLlNBVWlwWFlFbGdLQkE0TnU5b3JLMzFpUHZyQV9FSjNKamdrRXlEVzNwRmc=
