,content_id,title_ko,title_en,running_min,running_time,year,country,age,ott_img,ott_tag,avg_score,img
231,m5r7rjW,라이크 크레이지,Like Crazy,86,1시간 26분,2011,미국,15세,[],,3.6,https://an2-img.amz.wtchn.net/image/v2/10bJH-UQFtngkMJjSq_2ow.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0Y0YjNKbGNIWnZhWFJvWkdvNGMyNXFkWFJxSW4wLjB1aTBZcldfd1V3RUxDYzI0MTZNYVBGeFMxSTBKYUx0c2xPbGFudmJYX0U=
232,m1WwpGO,스왈로우테일 버터플라이,スワロウテイル,147,2시간 27분,1996,일본,청불,[],,3.8,https://an2-img.amz.wtchn.net/image/v2/Mq-g3eTv9wSmP-wUD3il0w.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMkZyYkhobE5UQmhiVGh2T0dSclpEbDVaR0ZrSW4wLlY0NW9vcTFCR0RHUkhKRW5SbTE0X2pJNzY2eXdwVFdnTzR3cFktNWloeUE=
233,mWwlg7O,주피터 어센딩,Jupiter Ascending,127,2시간 7분,2015,미국,12세,[],,2.4,https://an2-img.amz.wtchn.net/image/v2/WS5MgriNgyCE5MrOndvBgw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0ZsTlhWdE1XVnNZV2w1YW5SNU4yZHhlV0ZvSW4wLlhmZmhGNm91Ung0WEpLcjZZSEtKWFZJQ2lfUTkxblJPVEZsc2FZblliZ0E=
234,mWqJbLo,내 사랑,Maudie,115,1시간 55분,2016,"캐나다, 아일랜드",12세,['https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png'],#넷플릭스,3.8,https://an2-img.amz.wtchn.net/image/v2/TVP6GWzRvqyTuJT1yIiWgQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM1ZrYlc5dmIybG1jbVZ5TTNac01URm5jSFZ0SW4wLmFGR0pYSXRDS0dKeVppQjBkQmFQOWtPVWdJaGQ3YjVDNFFiNHlfU1dmVDA=
235,mW4RPgd,당신은 아직 아무것도 보지 못했다,You Haven't Seen Anything Yet,115,1시간 55분,2012,"프랑스, 독일",15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.7,https://an2-img.amz.wtchn.net/image/v2/1cvqeRBOK0DhEd-IicGUxA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMlIzT0hFNGRIZDBkR3AyZVdaNGNHaHRhMmd6SW4wLlJVTVZSY19TTmR2NjVvOG5OMnE0U21ZcXQzQnlDcVJvYU1SOUgwOVF5NTQ=
236,m5DJ2QO,멋진 인생,It's a Wonderful Life,130,2시간 10분,1946,미국,12세,[],,3.9,https://an2-img.amz.wtchn.net/image/v2/bc-qRmdV5JZ0_faVavnWSA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk16ZzNOemMwTURNNU9UWTVPRE16TnpBaWZRLmY0UXd2NEpTSUVXZjByUWtjdWh2dXlHMTladWo3V01RbEZya0tGcExyVEE=
237,mO8XoQV,메모리아,Memoria,136,2시간 16분,2021,"콜롬비아, 태국, 프랑스, 독일, 멕시코, 카타르, 영국, 중국, 스위스",12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#티빙#웨이브,3.6,https://an2-img.amz.wtchn.net/image/v2/DGiXHbTS2uxNo9FuATD0Ug.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk56QXlPVEF4TnpjeE5qUTNPRGd6TnpFaWZRLmxZWkdiQ2tjSTFlVE1IUUJjRmNwYTdob0I0S1J2SWM3ZHEtMlpLc3ZES1E=
238,mW42aEX,원더랜드,원더랜드,113,1시간 53분,2024,한국,12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ']",#왓챠#넷플릭스#티빙,2.5,https://an2-img.amz.wtchn.net/image/v2/FdBNu2eOuavaFcePcqD-Ug.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpnek9Ea3lNREU0TmpjME9ESTRNaUo5LjgzM19SUjlxeEpKM3NZQTdSNTZTNnlvcVdoNGNJRTlMZlU2dXRNYktsWHc=
239,mdMBAR5,우리도 사랑일까,Take This Waltz,116,1시간 56분,2011,"캐나다, 일본, 스페인",청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#넷플릭스#티빙#웨이브,3.8,https://an2-img.amz.wtchn.net/image/v2/jRcWdlKuSyOR70E5XJ4oEw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM1ExYVdwbWRUSnRjR3h4T1RNeGFIaHhhbXR6SW4wLm54VGJoSW9WQ0s3WHo5TTdBUEFubEZrUGpDVTdQMVFMNXhjZGoyY1hRdHM=
240,m1WwZ75,바그다드 카페 리마스터링,Out of Rosenheim,108,1시간 48분,1987,서독,15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.9,https://an2-img.amz.wtchn.net/image/v2/nJv5e9WnVU4_Np6b8Wq5-g.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk1UZzFOakF3Tmpjek9EQTROekk0TkRBaWZRLjJ0OGNCV280VjhVb3FRa0VpLUZwRXJzNl9ZR21ZRkV6ampMVzZ4RWhSMDg=
241,mnWJxdw,가족의 탄생,가족의 탄생,113,1시간 53분,2006,한국,15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#티빙#웨이브,3.6,https://an2-img.amz.wtchn.net/image/v2/b9-Ww9Y4xduaO7aTif_fOQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM1EzYTJkbWNHSjVPWGRpTm5nemRUUnFZWEpySW4wLklLQ2FqaFBJeEo0UVViRmFkYjRJYVVULUpKV0Jwc0Y4U0p6bUpDLVVMdUk=
242,mOo0QbP,아메리칸 허니: 방황하는 별의 노래,American Honey,162,2시간 42분,2016,"영국, 미국",청불,[],,3.6,https://an2-img.amz.wtchn.net/image/v2/P8uVH42BMlkOXAUpmhOC8g.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5qZ3hOVFV3TWpZeE1qWTVOREU0TXpVaWZRLkgtalNaMlhqOTFwZlU3SzlEWERmb0JYOHdyTm84c3EtNC1tbHNTT2pOeE0=
243,mWvqqkZ,티처스 라운지,Das Lehrerzimmer,99,1시간 39분,2023,독일,12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#웨이브,3.6,https://an2-img.amz.wtchn.net/image/v2/sPwYAah5KGcbsX8XN41e5g.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFM01ESXdNakE1TkRNM01EWTNPVFkyT1RNaWZRLlVhZW9mV1RLTjFCZHBOZC11VzREUFdlTGU1SWR6TEJqTXRtOWNocVZ5M28=
244,mE5DvRO,사랑에 관한 짧은 필름,Krótki film o milosci,87,1시간 27분,1988,폴란드,청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#웨이브,3.7,https://an2-img.amz.wtchn.net/image/v2/Pqm7IdnB5uN3iZwZLWVsMg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5UQTFNalF6T1RnM09ESXdORGcwTlRraWZRLlNhQ0s4ODdsRGVuVi1ZdFFlZEZhUXVxcEg4RTVaempaOFRIYUpEZVNiMHc=
245,mdEwQZm,무드 인디고,L'écume des jours,95,1시간 35분,2013,"프랑스, 벨기에",15세,[],,3.6,https://an2-img.amz.wtchn.net/image/v2/VD0G-lDbRmaMB82pJ8mX7w.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMjlsTW5GcU9YSXdibkJtYW1ac2VYTnRhbWsySW4wLmpjM191UkFjWmhsR1QtdF80UnhCUF9MbXFwZEJxcUdNN0xqUnE3bXVjWms=
246,mOVPB0Z,걸스 걸스 걸스,Tytöt tytöt tytöt,100,1시간 40분,2022,핀란드,청불,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.3,https://an2-img.amz.wtchn.net/image/v2/TqA9Hwk8UnUxNcxnt5AGbg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5qTTRPVGc0T0RJME9URXdNVGt3T1RZaWZRLkZCaTBxUEotdkNQVjRYWlh2ZWFZMHM4VXVGV2hoakwtN0pHVW1lVVp0RDA=
247,mWpma8x,피닉스,Phoenix,98,1시간 38분,2014,독일,12세,[],,4.0,https://an2-img.amz.wtchn.net/image/v2/ZdIgm4y0Luokmd3CHMrRNA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk1qVTBOelUxTURRMk5qUTJNall6TmpNaWZRLnhkeTJDT29fcWRwWGx5UHVQNGR6aGpXWWtmSkRVcFUtZzNUYVJrTWxfOVE=
248,mdRLYjV,매직 인 더 문라이트,Magic in the Moonlight,97,1시간 37분,2014,"미국, 프랑스",12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#넷플릭스#웨이브,3.2,https://an2-img.amz.wtchn.net/image/v2/SEirnFJfGQJg6T-jKQGVVg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMlp2WTJZelpHUnlaMkl4WlhkcE9HeHlOREp2SW4wLlpvUWg0LUhieDlnMjJ4eEFaYnVUNjV3SzA2cWVpVThsbXM4SHdCVzA1VUE=
249,md7Y8Z8,드라이브 마이 카,ドライブ・マイ・カー,179,2시간 59분,2021,일본,15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ']",#왓챠#티빙,4.0,https://an2-img.amz.wtchn.net/image/v2/E2s8NjmNSlBL6GMSuGvXKg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk56QXlPRGs1TlRNNU1qSXlNakU0TXpraWZRLmRiU2ZlV3FiU1ZsYnpQMnFLTDVnV1hBRkg3UXlMQWtXNEpuU2UtcU53ejg=
250,md76JgM,미스 슬로운,Miss Sloane,132,2시간 12분,2016,미국,15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,4.0,https://an2-img.amz.wtchn.net/image/v2/-ulHUw0su8IdMszwuLnbRw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMk40ZEd4b2NIZGpaVzVzZURNM1pHbDZaWEJ0SW4wLmRVa3VxZndmejVwMmRZRGZvSTJTb3RiM01jSGxXYWpuajEzVHFOYUNYNEE=
251,mW93Zn8,매기스 플랜,Maggie's Plan,98,1시간 38분,2015,미국,15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.5,https://an2-img.amz.wtchn.net/image/v2/FL5QUloenoRL6XRAaDKCqQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM1pxZHpReFptWnhkR2QyYUdsak1YRmlaMlZvSW4wLjRVdjNVa3BXa1ZPNXcwcUh2WVNOeUR1cFY0QmNMd1F0cTZnOWFIU2J4dTA=
252,m2WyPk5,아무도 모른다,誰も知らない,141,2시간 21분,2004,일본,전체,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#넷플릭스#티빙#웨이브,4.1,https://an2-img.amz.wtchn.net/image/v2/BZIO30heW2t69g-7InzcTQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM2huY25ac1lXVjZkbXBxYjNOalpHWnpaMnc0SW4wLjJpZE5EWFpfZ1NfeXplbVNacW0xZUtnRlpqb01uUzg1WXZPZTd2TXdWZmM=
253,mO0gZ27,언어의 정원,言の葉の庭,46,46분,2013,일본,12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#웨이브,3.7,https://an2-img.amz.wtchn.net/image/v2/4LNjyfJvoO2jd8Rg7ldQEA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMngyYjI5cmEydHhkWHA2Wm5SM01ub3hOVFJySW4wLjJQQndNMkVJd3VCRDN2WXN5ODlFSmlMZHRqTVBGWnhrd2YxU0NjcWt4SGc=
254,mOPoaXW,슈렉,Shrek,90,1시간 30분,2001,미국,전체,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png']",#왓챠#넷플릭스,3.7,https://an2-img.amz.wtchn.net/image/v2/-tw8p7IQOEeVVQZGiSkAxQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0EzYmpGMlpIcHpibTFtYW1VNVpXOXplSHBrSW4wLmVvWFE0ZXg1d09YcG9MOXNib2NxQkdKWl9tZlpwNkJwMVVTeExUcVBIcms=
255,mW423eR,달팽이의 회고록,Memoir of a Snail,94,1시간 34분,2024,호주,전체,[],,3.8,https://an2-img.amz.wtchn.net/image/v2/A-6mZaeRh8pFuh2lVcMeiw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFME5UWTJNelExTlRNNU5qZzBOekVpZlEuQUxNWnV6czVhbHhtbjRyWDBwVzh0YXcyeEZWd3pSSkpQSmFfZnlhMTB0bw==
256,m5nQMnd,솔트,Salt,99,1시간 39분,2010,미국,15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#넷플릭스#웨이브,3.3,https://an2-img.amz.wtchn.net/image/v2/LfZCn5CpUBDMAUg0ClWNiA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMnN5ZDJ0NlkzUnpialI0ZG1wbk5EWmxlRGxoSW4wLjhPc3pZNTRvUC1UcGYtam1vTy1RY1R3RmVOWkM3S0JrdjVpTEtlTVV3UVE=
257,mO2eBQW,브레인스톰,Brainstorm,106,1시간 46분,1983,미국,전체,[],,3.1,https://an2-img.amz.wtchn.net/image/v2/z-gkVZp8IxvkWWhwHXT__g.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM2hoTUdsbllXRjVjMmd4YkdjMmQyRTBkekZsSW4wLkFzX2J1cHdoaUlZZWZOSkpyNnNyRS1zTWRiRVZ4SkJFSFBySFpGcFNyWHc=
258,m5xw62g,1917,1917,119,1시간 59분,2019,"영국, 미국, 인도, 스페인",15세,[],,4.1,https://an2-img.amz.wtchn.net/image/v2/TAu7PlcjGaGsyRJnTCxjWg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM2h1ZVRodGN6azNjMlprWlhCcE9HSmtaV2xuSW4wLmtJNktRazFyajB3bEV1eXdtbnJDWTdlOHVNdFRWY3NvMkR0TnNUTVdJNk0=
259,mBOkgO1,오아시스,오아시스,134,2시간 14분,2002,한국,청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#티빙#웨이브,3.6,https://an2-img.amz.wtchn.net/image/v2/BhcvJMaOrAB2I46Za7Erbw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMkY0YVRSbWNHZG9abk51T1hsM01IWndlbnBqSW4wLlpMYUc0NUFScGRPdVFWRzZ2dVpiaDF3UjkwQWM3OXU3Mkt2RTV1d1hXVlU=
260,mBOkVgW,로얄 테넌바움,The Royal Tenenbaums,109,1시간 49분,2001,미국,15세,['https://an2-img.amz.wtchn.net/image/v2/mPQV0ogd6uw4_5DmR0oBFA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTODJPVE14TmpNeE1qWXpNekE1TURraWZRLnZ0TFJSVWFtRWtJRDBHMFJnZGdQVC1WWlJLckE3eGNHZWdpMFpWWXhWZWM&ts=1712645394'],#디즈니+,3.7,https://an2-img.amz.wtchn.net/image/v2/vexQ6I5GH6496bxe6S_yKA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM001TkRWb2RYcDNkVGx4Y25abk5uSXlhbmh0SW4wLlplbTdDelJocW0yY1hxM2ltaFZKOWM2bjh0Sjl6TGhlREJpTWVGdDBlYlU=
261,m5Y6kvW,퐁네프의 연인들,Les Amants du Pont-Neuf,125,2시간 5분,1991,프랑스,청불,[],,3.8,https://an2-img.amz.wtchn.net/image/v2/yw3xwkND7YY3hrt96JDsMA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM3A0YTNnd1ltcHVjWFJtTTIxNU1EQm1kWGx3SW4wLlNqZDBNbmxnV040Qk9RVnZHNEFIaENacW9Dcmg5ck51cW12eWZnZ3lXbFE=
